web-scraper-order,web-scraper-start-url,Page,Element,Element-href,name,location,length,elevation,route,description,difficulty,rating,participants,tags
"1700578693-664","https://www.alltrails.com/switzerland/bern","","Brienz - Wellenberg via Brienz Wildlife Park","https://www.alltrails.com/trail/switzerland/bern/brienz-wellenberg-via-wildpark-brienz","Brienz - Wellenberg via Brienz Wildlife Park","Brienz, Bern, Switzerland","5.1 km","248 m","Loop","This path starts in Brienz and then leads out into the forest along a paved road. It passes the wildlife park and then continues via Glyssen to the television tower. Then the path leads one already right on top of the Wellenberg hill where one can enjoy good views over Lake Brienz again and again on the way down.","Moderate","4.5","(17)","Kid friendlyWalkingRunningDog friendlyForestPartially pavedViewsWildflowersWildlife"
"1700578697-665","https://www.alltrails.com/switzerland/bern","","Thun - Schadau","https://www.alltrails.com/trail/switzerland/bern/thun-schadau","Thun - Schadau","Thun, Bern, Switzerland","8.0 km","101 m","Loop","On this walk you will discover the Bernese Oberland directly on the deep blue Lake Thun. The path leads to the most beautiful places in Thun to Schadau and the Lachen Canal. The inner city, called Bälliz, which is located right in the middle of the Aare and has been a pedestrian zone since 1988, is particularly worth seeing. A really great experience.","Moderate","4.2","(14)","HikingMountain bikingWalkingRunningBeachForestLakeRiverViewsWildflowersCity walkHistoric site"
"1700578701-666","https://www.alltrails.com/switzerland/bern","","Geils Adelboden - Hahnenmoospass - Bühlberg","https://www.alltrails.com/trail/switzerland/bern/geils-adelboden-hahnenmoospass-buhlberg","Geils Adelboden - Hahnenmoospass - Bühlberg","Adelboden, Bern, Switzerland","4.5 km","231 m","Point to point","Perfect for the family. From Geils in Adelboden to Bühlberg via the Hanenmoospass. The Bühlberg Hahnenmoss cable car is located in Brühlberg and the mountain restaurant has one of the most beautiful views of the Lenk.","Easy","4.0","(5)","HikingRunningForestRiverWildflowersWildlife"
"1700578705-667","https://www.alltrails.com/switzerland/bern","","First - Chrinnenboden","https://www.alltrails.com/trail/switzerland/bern/first-chrinnenboden","First - Chrinnenboden","Grindelwald, Bern, Switzerland","4.3 km","231 m","Out & back","This trail starts at the First mountain station of the cable cars and leads through the open natural landscape. The trail leads along the ominous Höhenweg 2400 up to the hill of the Chinnenboden and offers such insights into the landscape.

It is a terrain, partly rocky, without much shelter, where you are exposed to the sun, especially in summer. So please don't forget to bring adequate sun protection and water.","Moderate","4.2","(8)","Kid friendlyHikingBird watchingRunningDog friendlyViewsWildflowersNo shadeFee"
"1700578709-668","https://www.alltrails.com/switzerland/bern","","Wengernalp - Eigergletsher","https://www.alltrails.com/trail/switzerland/bern/wengernalp-eigergletsher","Wengernalp - Eigergletsher","Wengen, Bern, Switzerland","4.0 km","505 m","Point to point","This trail starts at the Wengernalp station and leads through the alpine landscape. Following the Mendelssohnweg path for a while past the cable car Wengernalp to the terminus at the foot of the Eiger glacier. With a sensational view up to the edge of the glacier, this tour is truly a great experience.","Hard","4.5","(6)","HikingBird watchingDog friendlyForestViewsWildflowersNo shade"
"1700578713-669","https://www.alltrails.com/switzerland/bern","","Grindelwald - Bort via Waldspitz","https://www.alltrails.com/trail/switzerland/bern/grindelwald-bort-via-waldspitz","Grindelwald - Bort via Waldspitz","Grindelwald, Bern, Switzerland","6.4 km","859 m","Point to point","This beautiful trail starts from the cable car station in Grindelwald and first goes to Hubelgässli as far as the Terassenweg and forest road. Then the trail climbs up to the Aellfluh mountain restaurant with its fantastic viewpoint. Here hikers can enjoy a panoramic view of the Grindelwald valley and the peaks of the Bernese Alps. The trail then continues to the Waldspitz mountain and its hut and finally to the Bort alpine playground where there is also another a mountain hut. From Bort the Firstbahn cable car returns to the starting point in Grindelwald.","Hard","5.0","(11)","HikingRunningForestViewsWildflowersWildlife"
"1700578717-670","https://www.alltrails.com/switzerland/bern","","Kandersteg - Sunnbüel","https://www.alltrails.com/trail/switzerland/bern/kandersteg-sunnbuel","Kandersteg - Sunnbüel","Kandersteg, Bern, Switzerland","6.0 km","791 m","Point to point","Discover this hike in the canton of Bern, which takes you from Kandersteg near Adelboden to Sunnbüel.

The starting point is in Kandersteg at the Sunnbüel valley station and from there you hike along the Kander river. From Waldhaus, it goes along the Schwarzbach river, where you can also admire the beautiful Schwarzenbachfall. The path leads you in a zigzag to the Sunnbüel (1927 m).","Hard","4.3","(10)","HikingMountain bikingForestRiverViewsWaterfallWildflowers"
"1700578721-671","https://www.alltrails.com/switzerland/bern","","Hanalp - Tschingelhorn","https://www.alltrails.com/trail/switzerland/bern/hanalp-tschingelhorn","Hanalp - Tschingelhorn","Stechelberg, Bern, Switzerland","3.7 km","443 m","Out & back","It starts at the end of the forest road in the immediate vicinity of the Hanalp. The path climbs steadily through the gorge and the Naadlenwald forest. After only two kilometers and a few meters in altitude one reaches the Tschingelhorn refuge where one can enjoy a fabulous panorama. After a break, follow the path back down again.

More information can be found here: https://tschingelhorn.ch/berggasthaus/","Moderate","4.9","(7)","Kid friendlyHikingRunningDog friendlyForestViewsWildflowersHistoric site"
"1700578725-672","https://www.alltrails.com/switzerland/bern","","Panorama Rundweg Thunersee","https://www.alltrails.com/trail/switzerland/bern/panorama-rundweg-thunersee","Panorama Rundweg Thunersee","Thunerlake Hohgant Nature Park","65.0 km","1,577 m","Loop","This beautiful panoramic circular trail around Lake Thun takes one around Lake Thun in the canton of Bern between two nature parks. The trail starts in Thun and goes to Interlaken and back via Spiez on the opposite side of Lake Thun. It thus follows the unique shore of Lake Thun and does the whole circular route. There are many options for small breaks along the trail.
As a hiking trail, we recommend dividing the route into four daily stages.","Moderate","3.9","(8)","BackpackingHikingRoad bikingBike touringBird watchingRunningDog friendlyForestLakePartially pavedRiverViewsWildflowersWildlife"
"1700578730-673","https://www.alltrails.com/switzerland/bern","","Bönigen - Erschwandenbach Falls","https://www.alltrails.com/trail/switzerland/bern/bonigen-erschwandenbach-falle","Bönigen - Erschwandenbach Falls","Matten bei Interlaken, Bern, Switzerland","5.6 km","159 m","Out & back","The trail starts in Bönigen through the countryside. Along the shore of Lake Brienz it goes through nature to the Erschwandenbach Falls, which invite you to take a nice and relaxing break. It goes through the landscape on forest paths.

This trail can be a bit muddy after a few bad weather days.","Easy","4.8","(8)","Dogs on leashKid friendlyHikingRunningForestLakePartially pavedWaterfallNo shade"
"1700578734-674","https://www.alltrails.com/switzerland/bern","","Crèmines - Gore Virat","https://www.alltrails.com/trail/switzerland/bern/cremines-gore-virat","Crèmines - Gore Virat","Crémines, Bern, Switzerland","6.0 km","413 m","Loop","This short circular tour starts in Corcelles near Crèmines and goes a bit into the Cornet area up to the Le Gor Virat river. The area that the path leads towards is located on a beautiful plateau called Les trois tilleuls with magnificent views of the valley.

Then it goes along forest paths back to the beginning to Corcelles.","Hard","4.4","(19)","HikingRunningDog friendlyForestRiverViewsWaterfallWildflowers"
"1700578739-675","https://www.alltrails.com/switzerland/bern","","Ruine Weissenau - Thurnersee - Neuhaus","https://www.alltrails.com/trail/switzerland/bern/ruine-weissenau-thurnersee-neuhaus","Ruine Weissenau - Thurnersee - Neuhaus","Unterseen, Bern, Switzerland","4.2 km","25 m","Out & back","","Moderate","4.6","(6)","Dogs on leashKid friendlyHikingBird watchingForestLakeRiverWildflowersWildlifeHistoric site"
"1700578743-676","https://www.alltrails.com/switzerland/bern","","Allmendhubel - Gspaltenhornhütte","https://www.alltrails.com/trail/switzerland/bern/allmendhubel-gspaltenhornhutte","Allmendhubel - Gspaltenhornhütte","Mürren, Bern, Switzerland","13.2 km","1,104 m","Point to point","The trail starts at the mountain station of the Allmendhubel railway and then continues straight through this magnificent alpine landscape. Across open terrain the trail passes the Rotstockhütte refuge at 2040 m until it then reaches the Gspaltenhornhütte refuge at 2458 m after climbing a few meters and crossing peaks such as the Sefinenfrugge at 2612 m. It is possible to stay overnight with an idyllic view of the glaciers above.

More information on the hut can be found here: https://www.gspaltenhornhuette.ch/

We recommend to check the website of the railway in advance, as fees may apply or you need to take into account opening hours: https://schilthorn.ch/de/Tickets","Hard","4.5","(10)","HikingBird watchingRunningDog friendlyForestRiverViewsWildflowersNo shadeFee"
"1700578747-677","https://www.alltrails.com/switzerland/bern","","Reichenbach Wasserfall via Aareschlucht West","https://www.alltrails.com/trail/switzerland/bern/reichenbach-wasserfall-via-aareschlucht-west","Reichenbach Wasserfall via Aareschlucht West","Schattenhalb, Bern, Switzerland","6.8 km","478 m","Out & back","Rychenbach stream cascades down 250 metres and seven levels to form the Reichenbach Wasserfall in the  Bernese Oberland region. This impressive falls is one of the tallest in the Alps. The upper portion of the falls is called Grand Reichenbach Fall (Grosser Reichenbachfall) and is especially impressive in height. You can access this hike via public transport using the Aareschlucht West station as shown here or you can take the Reichenbach Funicular.","Hard","4.0","(11)","HikingWalkingRunningRiverViewsWaterfallWildflowers"
"1700578750-678","https://www.alltrails.com/switzerland/bern","","Saanen - Rougemont via Saane River","https://www.alltrails.com/trail/switzerland/bern/saanen-rougemont-via-bassin-de-la-sarine","Saanen - Rougemont via Saane River","Gruyère Pays-d'Enhaut Regional Nature Park","4.7 km","82 m","Point to point","This pretty path runs along the river passing through picnic areas perfect for a full deeply immersion in nature. The starting point is at Saanen station directly on the Saane river.

About halfway is the border of the Gruyère Pays-d'Enhaut Regional Park with a typical pre-Alpine landscape. The destination of this walk is Rougemont station. To go back to the starting point one can walk or take the train.","Easy","4.6","(15)","Dogs on leashKid friendlyRunningForestRiverViewsWildflowers"
"1700578754-679","https://www.alltrails.com/switzerland/bern","","Bryndli - Rotstockhütte - Sefinenfurgge - Griesalp","https://www.alltrails.com/trail/switzerland/bern/gimmelwald-bryndli-rotstockhutte-sefinenfurgge-griesalp","Bryndli - Rotstockhütte - Sefinenfurgge - Griesalp","Gimmelwald, Bern, Switzerland","16.4 km","1,365 m","Point to point","Gimmelwald is a picturesque mountain village in the Bernese Oberland at 1367m. First, the trail goes over the Schiltbach to the Bryndli at 2132m and further through open terrain. After about six kilometers, it reaches the Rotstock Hut at 2040m and continues over the Sefinenfurgge at 2612m as the tour's highest point. Finally, it goes down to the Griesalp, where hikers can relax while enjoying the stunning views.

The terrain is partly rocky with little protection, and hikers are exposed to the sun, especially in summer. So please remember to bring adequate sun protection and water.

The starting point in Gimmelwald can be reached with the Schilthornbahn. Further information, prices, and opening times can be found here:
https://schilthorn.ch/","Hard","4.8","(7)","Dogs on leashHikingBird watchingRunningForestRiverViewsWaterfallWildflowersWildlifeRockyScrambleNo shade"
"1700578758-680","https://www.alltrails.com/switzerland/bern","","Schwefelbergbad - Ochsen","https://www.alltrails.com/trail/switzerland/bern/schwefelbergbad-ochsen","Schwefelbergbad - Ochsen","Gantrisch Nature Park","8.0 km","696 m","Loop","From Schwefelbergbad the path leads via a spectacular summit hike to the Ochsen peak at 2188m, the highest mountain in the Gantrisch range. The route leads from the closed Hotel Schwefelbergbad to the Louigrat ridge, from where some great panoramic views of Lake Neuchâtel and the Jura await one. The last 100 meters uphill are a bit more difficult, but otherwise a very manageable ride.

It is a terrain, partly rocky, without much shelter, where one is exposed to the sun, especially in summer. So please don't forget to bring adequate sunscreen and water.","Hard","4.6","(12)","HikingSnowshoeingRunningDog friendlyForestRiverViewsWildflowersWildlifeNo shade"
